,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,52.1,53.0,51.1,51.55,51.4,52.1,51579,2691254.55,23-APR-2018,630,INE144J01027
1,21STCENMGM,EQ,40.6,40.6,40.6,40.6,40.6,39.85,50,2030.0,23-APR-2018,1,INE253B01015
2,3IINFOTECH,EQ,5.75,6.0,5.7,5.9,5.9,5.7,6619743,38971796.5,23-APR-2018,2849,INE748C01020
3,3MINDIA,EQ,20469.0,20650.0,20405.75,20471.15,20450.0,20477.35,498,10229950.95,23-APR-2018,238,INE470A01017
4,5PAISA,BE,349.0,358.2,335.0,358.15,358.2,341.15,29009,10351547.2,23-APR-2018,127,INE618L01018
5,63MOONS,EQ,94.1,99.25,94.1,96.85,97.05,93.7,471813,46000544.3,23-APR-2018,5519,INE111B01023
6,8KMILES,EQ,776.9,803.0,776.05,784.0,787.95,772.65,351521,277055742.95,23-APR-2018,12246,INE650K01021
7,A2ZINFRA,EQ,28.0,28.15,27.7,27.75,27.8,27.8,260645,7276513.45,23-APR-2018,1277,INE619I01012
8,AARTIDRUGS,EQ,560.35,574.0,551.1,565.1,565.8,554.15,6108,3433116.8,23-APR-2018,740,INE767A01016
9,AARTIIND,EQ,1306.1,1360.0,1305.5,1325.45,1314.0,1306.1,50603,67234611.55,23-APR-2018,3199,INE769A01020
10,AARVEEDEN,EQ,46.0,47.45,45.3,45.35,45.35,46.4,18422,851288.5,23-APR-2018,170,INE273D01019
11,AARVI,SM,92.5,94.0,92.5,94.0,94.0,94.9,6000,561000.0,23-APR-2018,3,INE754X01016
12,ABAN,EQ,174.0,175.9,172.45,173.2,173.0,175.35,554923,96299075.35,23-APR-2018,7534,INE421A01028
13,ABB,EQ,1288.0,1350.0,1280.55,1333.3,1335.0,1274.4,252664,336531959.85,23-APR-2018,15170,INE117A01022
14,ABBOTINDIA,EQ,6100.05,6209.0,6100.05,6158.15,6130.0,6150.0,19291,119477592.05,23-APR-2018,891,INE358A01014
15,ABCAPITAL,EQ,156.0,159.75,156.0,158.65,158.0,156.15,1289982,203750357.75,23-APR-2018,25018,INE674K01013
16,ABFRL,EQ,147.05,149.0,145.1,148.0,147.8,147.05,184263,27121201.15,23-APR-2018,2830,INE647O01011
17,ABGSHIP,BZ,8.25,8.4,7.95,8.0,8.0,8.25,69249,566742.9,23-APR-2018,63,INE067H01016
18,ABMINTLTD,BE,34.0,34.0,33.25,33.25,33.25,34.95,8,269.75,23-APR-2018,2,INE251C01017
19,ACC,EQ,1560.0,1581.8,1552.0,1565.3,1570.0,1561.65,302886,474168705.65,23-APR-2018,11209,INE012A01025
20,ACCELYA,EQ,1364.7,1419.0,1353.65,1393.65,1399.0,1358.0,15580,21707391.5,23-APR-2018,2041,INE793A01012
21,ACCORD,SM,50.4,50.45,50.4,50.45,50.45,49.8,4000,201700.0,23-APR-2018,2,INE113X01015
