,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,28.45,28.7,27.6,27.8,27.6,28.05,24397,682968.05,16-DEC-2015,129,INE144J01027
1,3IINFOTECH,EQ,4.55,4.6,4.1,4.3,4.3,4.55,6835976,29435165.55,16-DEC-2015,9793,INE748C01020
2,3MINDIA,EQ,10700.05,10890.0,10600.0,10645.0,10689.95,10789.4,329,3536839.75,16-DEC-2015,120,INE470A01017
3,8KMILES,EQ,1845.05,1895.95,1829.0,1874.1,1878.8,1840.25,24834,46392886.85,16-DEC-2015,2075,INE650K01013
4,A2ZINFRA,EQ,23.35,23.7,22.95,23.1,23.0,23.3,103581,2420872.85,16-DEC-2015,609,INE619I01012
5,AARTIDRUGS,EQ,545.0,550.5,532.0,534.3,536.7,542.6,10180,5484662.45,16-DEC-2015,961,INE767A01016
6,AARTIIND,EQ,505.0,514.0,495.05,497.8,499.0,498.7,62320,31639488.45,16-DEC-2015,2147,INE769A01020
7,AARVEEDEN,EQ,58.0,59.7,54.5,56.7,56.7,57.0,859,49294.85,16-DEC-2015,31,INE273D01019
8,ABAN,EQ,209.05,217.65,209.05,210.7,210.05,208.35,2114584,451546368.1,16-DEC-2015,28951,INE421A01028
9,ABB,EQ,1196.0,1233.3,1171.0,1195.4,1190.0,1189.75,107798,131092621.8,16-DEC-2015,7259,INE117A01022
10,ABBOTINDIA,EQ,5459.25,5485.05,5418.0,5477.2,5479.0,5430.0,1286,7029947.3,16-DEC-2015,401,INE358A01014
11,ABCIL,EQ,231.05,233.5,230.0,232.6,233.5,230.45,14166,3284562.85,16-DEC-2015,158,INE605B01016
12,ABGSHIP,EQ,65.2,66.9,64.2,65.1,65.25,64.5,594535,39030448.4,16-DEC-2015,4889,INE067H01016
13,ABIRLANUVO,EQ,1967.0,1990.0,1960.0,1972.4,1964.25,1953.2,105199,207724684.9,16-DEC-2015,10885,INE069A01017
14,ACC,EQ,1349.5,1354.95,1338.0,1349.1,1347.85,1337.65,195075,262849494.9,16-DEC-2015,6427,INE012A01025
15,ACCELYA,EQ,923.0,933.0,915.0,916.05,919.95,925.95,2906,2671649.5,16-DEC-2015,213,INE793A01012
16,ACE,EQ,43.75,43.9,42.2,42.5,42.65,43.2,115547,4968575.65,16-DEC-2015,735,INE731H01025
17,ACROPETAL,EQ,2.65,2.8,2.65,2.8,2.75,2.65,16869,47131.45,16-DEC-2015,24,INE055L01013
18,ADANIENT,EQ,78.95,79.35,77.2,77.65,78.3,78.55,2288833,178943762.65,16-DEC-2015,10695,INE423A01024
19,ADANIPORTS,EQ,253.7,254.5,249.0,251.65,251.85,252.1,2954754,745927906.3,16-DEC-2015,81360,INE742F01042
20,ADANIPOWER,EQ,27.1,27.5,26.8,26.9,26.95,27.05,3845689,104453420.35,16-DEC-2015,8580,INE814H01011
21,ADANITRANS,EQ,38.4,38.5,37.25,37.4,37.4,38.2,1025038,38623789.3,16-DEC-2015,4483,INE931S01010
22,ADFFOODS,EQ,90.4,91.45,88.0,88.85,88.5,88.75,68287,6124551.3,16-DEC-2015,901,INE982B01019
23,ADHUNIK,EQ,15.2,15.4,14.7,14.95,15.15,15.15,76206,1141967.4,16-DEC-2015,1649,INE400H01019
24,ADI,EQ,234.0,237.75,231.0,233.3,233.0,232.15,5698,1333707.55,16-DEC-2015,237,INE959A01019
25,ADLABS,EQ,114.0,118.05,113.65,114.35,113.65,114.5,40465,4688316.3,16-DEC-2015,966,INE172N01012
26,ADORWELD,EQ,344.35,344.35,324.05,326.4,326.1,336.25,15911,5226014.05,16-DEC-2015,441,INE045A01017
27,ADSL,EQ,50.05,51.35,48.1,48.7,48.45,49.0,389017,19346669.2,16-DEC-2015,2703,INE102I01027
28,ADVANIHOTR,EQ,49.8,50.5,48.5,49.0,49.0,48.3,2814,139969.95,16-DEC-2015,21,INE199C01026
29,ADVANTA,EQ,434.0,437.0,424.3,428.7,426.1,428.55,12912,5558999.6,16-DEC-2015,831,INE517H01028
30,AEGISCHEM,EQ,103.35,106.0,100.2,101.15,101.2,103.4,228083,23437148.8,16-DEC-2015,2434,INE208C01025
31,AFL,EQ,77.5,80.7,76.05,80.0,80.15,76.85,84369,6739273.05,16-DEC-2015,594,INE020G01017
32,AGARIND,EQ,174.65,178.35,174.0,174.0,174.0,174.55,19450,3409161.0,16-DEC-2015,93,INE204E01012
33,AGCNET,EQ,95.65,95.65,93.35,93.65,93.95,93.95,272,25748.0,16-DEC-2015,23,INE676A01019
34,AGRITECH,EQ,8.1,8.1,8.1,8.1,8.1,7.75,4501,36458.1,16-DEC-2015,8,INE449G01018
35,AGRODUTCH,EQ,3.25,3.3,3.1,3.3,3.3,3.1,5700,18500.0,16-DEC-2015,15,INE135B01014
36,AHLEAST,EQ,161.05,166.95,161.0,164.95,164.95,162.4,585,96281.75,16-DEC-2015,10,INE926K01017
37,AHLUCONT,EQ,262.75,268.8,261.1,266.25,265.0,259.95,20731,5510841.8,16-DEC-2015,415,INE758C01029
38,AHLWEST,EQ,131.4,137.0,130.0,134.7,136.95,136.95,1389,186866.4,16-DEC-2015,69,INE915K01010
39,AIAENG,EQ,848.55,858.95,835.75,849.35,850.0,848.45,59384,50249169.15,16-DEC-2015,4103,INE212H01026
40,AICHAMP,BE,28.7,28.75,28.65,28.75,28.75,27.4,202,5802.45,16-DEC-2015,5,INE768E01024
41,AIFL,EQ,255.5,257.0,248.5,250.8,248.5,252.55,28000,7120504.95,16-DEC-2015,121,INE428O01016
42,AIL,EQ,605.0,607.3,593.0,600.05,600.0,597.45,11805,7079250.25,16-DEC-2015,661,INE878A01011
43,AJANTPHARM,EQ,1295.0,1307.8,1270.0,1278.5,1277.0,1288.7,158718,203877250.2,16-DEC-2015,10637,INE031B01049
44,AJMERA,EQ,163.4,166.0,158.4,159.9,159.85,163.4,110946,18074662.0,16-DEC-2015,2753,INE298G01027
45,AKSHOPTFBR,EQ,16.4,16.65,16.25,16.35,16.4,16.25,1287894,21153379.2,16-DEC-2015,1935,INE523B01011
46,AKZOINDIA,EQ,1338.95,1349.0,1319.05,1343.8,1339.0,1339.15,6042,8094401.45,16-DEC-2015,809,INE133A01011
47,ALANKIT,EQ,50.0,51.5,49.6,50.6,50.9,49.65,528970,26507286.6,16-DEC-2015,1279,INE914E01032
48,ALBK,EQ,67.9,69.4,67.65,68.05,67.8,67.55,1257067,86111506.8,16-DEC-2015,6397,INE428A01015
49,ALCHEM,EQ,23.4,25.5,23.3,23.65,23.5,23.5,16735,408512.05,16-DEC-2015,115,INE964B01033
