,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,36.9,36.9,35.2,35.35,35.35,36.45,14082,507268.05,03-JUL-2014,148,INE144J01027
1,3IINFOTECH,BE,11.15,11.45,10.9,10.95,10.95,11.15,834791,9219950.85,03-JUL-2014,1124,INE748C01020
2,3MINDIA,EQ,4840.0,4840.0,4670.65,4720.1,4720.0,4748.2,380,1804835.35,03-JUL-2014,117,INE470A01017
3,8KMILES,EQ,189.0,194.0,186.0,189.55,190.0,187.65,161198,30526915.55,03-JUL-2014,1617,INE650K01013
4,A2ZMES,EQ,20.9,20.9,20.9,20.9,20.9,19.95,91931,1921357.9,03-JUL-2014,168,INE619I01012
5,AARTIDRUGS,EQ,552.4,560.05,547.4,552.5,553.4,545.7,7273,4038798.05,03-JUL-2014,359,INE767A01016
6,AARTIIND,EQ,220.45,225.7,219.45,223.45,223.0,219.9,85393,19068549.75,03-JUL-2014,1441,INE769A01020
7,AARVEEDEN,EQ,55.95,56.7,53.2,54.35,53.4,54.4,5942,327170.4,03-JUL-2014,105,INE273D01019
8,ABAN,EQ,805.0,822.85,803.6,810.05,808.8,801.65,1566492,1273161532.55,03-JUL-2014,37819,INE421A01028
9,ABB,EQ,1150.45,1170.0,1129.05,1136.75,1135.05,1150.25,117215,135054829.35,03-JUL-2014,3552,INE117A01022
10,ABBOTINDIA,EQ,2234.95,2234.95,2165.35,2184.95,2165.35,2198.4,5936,13052093.65,03-JUL-2014,382,INE358A01014
11,ABCIL,EQ,186.0,193.8,184.15,191.4,193.45,184.65,102137,19304454.4,03-JUL-2014,1346,INE605B01016
12,ABGSHIP,EQ,282.4,285.8,278.1,278.5,278.1,282.85,37061,10401916.35,03-JUL-2014,964,INE067H01016
13,ABIRLANUVO,EQ,1412.35,1416.9,1381.0,1390.35,1391.8,1405.3,82085,114537312.9,03-JUL-2014,5744,INE069A01017
14,ACC,EQ,1500.0,1514.95,1476.0,1480.05,1479.8,1498.4,144786,215251589.95,03-JUL-2014,10498,INE012A01025
15,ACCELYA,EQ,758.6,758.6,728.25,731.7,732.9,748.05,27776,20453692.5,03-JUL-2014,1084,INE793A01012
16,ACE,EQ,33.85,33.85,31.3,31.45,31.3,32.9,396794,12714827.9,03-JUL-2014,1320,INE731H01025
17,ACROPETAL,EQ,4.05,4.1,3.9,3.95,3.95,3.95,38750,154356.85,03-JUL-2014,70,INE055L01013
18,ADANIENT,EQ,495.35,506.5,489.0,495.45,494.2,492.7,5036208,2509437201.85,03-JUL-2014,70508,INE423A01024
19,ADANIPORTS,EQ,271.9,276.35,267.8,270.4,270.0,271.25,10025759,2727758689.8,03-JUL-2014,73545,INE742F01042
20,ADANIPOWER,EQ,66.0,67.25,65.05,65.5,65.2,65.35,15783771,1043850900.3,03-JUL-2014,43680,INE814H01011
21,ADFFOODS,EQ,68.5,68.8,66.4,66.8,66.9,68.65,148587,10016290.95,03-JUL-2014,1455,INE982B01019
22,ADHUNIK,EQ,53.4,54.3,52.45,53.1,52.9,52.9,128645,6878185.25,03-JUL-2014,842,INE400H01019
23,ADORWELD,BE,252.0,252.0,238.0,246.35,248.0,245.65,8688,2135632.95,03-JUL-2014,253,INE045A01017
24,ADSL,EQ,25.55,25.55,23.9,24.3,24.25,24.35,252301,6299319.35,03-JUL-2014,731,INE102I01027
25,ADVANIHOTR,EQ,48.85,50.0,48.85,49.9,49.9,50.15,600,29690.0,03-JUL-2014,8,INE199C01026
26,ADVANTA,BE,288.0,288.0,276.0,280.7,281.55,283.1,8654,2427119.35,03-JUL-2014,256,INE517H01028
