,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,40.85,41.0,39.2,39.5,39.4,40.45,75535,2998083.65,10-APR-2017,349,INE144J01027
1,3IINFOTECH,EQ,5.5,5.6,5.45,5.5,5.5,5.45,1656948,9160561.6,10-APR-2017,619,INE748C01020
2,3MINDIA,EQ,11895.05,12060.0,11863.0,11941.75,11931.0,11998.4,392,4685719.65,10-APR-2017,187,INE470A01017
3,63MOONS,EQ,80.95,81.5,79.25,79.7,80.0,80.9,50919,4083170.9,10-APR-2017,1078,INE111B01023
4,8KMILES,EQ,604.5,608.0,593.45,600.6,600.0,599.1,40421,24296087.75,10-APR-2017,1820,INE650K01021
5,A2ZINFRA,EQ,43.95,44.2,43.25,43.35,43.4,43.4,462340,20200904.25,10-APR-2017,2398,INE619I01012
6,AARTIDRUGS,EQ,570.85,579.55,570.0,573.2,572.0,570.8,3863,2214554.85,10-APR-2017,604,INE767A01016
7,AARTIIND,EQ,782.2,789.95,777.0,782.5,778.9,784.9,24423,19165508.8,10-APR-2017,2092,INE769A01020
8,AARVEEDEN,EQ,74.9,74.9,70.5,71.3,71.5,72.3,13051,936181.25,10-APR-2017,172,INE273D01019
9,ABAN,EQ,232.4,235.1,231.05,233.0,232.9,230.85,606663,141432062.05,10-APR-2017,7201,INE421A01028
10,ABB,EQ,1374.2,1459.0,1356.65,1405.95,1409.95,1379.85,293573,418738314.7,10-APR-2017,13721,INE117A01022
11,ABBOTINDIA,EQ,4757.95,4815.0,4730.05,4757.45,4730.05,4757.95,1894,9038791.55,10-APR-2017,433,INE358A01014
12,ABFRL,EQ,161.85,169.25,161.65,166.85,166.55,160.05,964529,160303530.9,10-APR-2017,11550,INE647O01011
13,ABGSHIP,BZ,20.85,21.9,20.8,20.85,20.8,21.45,21630,452867.0,10-APR-2017,112,INE067H01016
14,ABIRLANUVO,EQ,1532.0,1565.05,1527.4,1561.7,1560.05,1523.45,440284,682066203.5,10-APR-2017,12246,INE069A01017
15,ABMINTLTD,BE,76.0,77.2,76.0,77.2,77.2,73.55,1604,123710.3,10-APR-2017,20,INE251C01017
16,ACC,EQ,1471.5,1478.0,1465.55,1473.8,1470.15,1468.1,161606,237833899.5,10-APR-2017,8655,INE012A01025
17,ACCELYA,EQ,1457.45,1461.0,1439.35,1449.5,1450.0,1462.05,814,1180653.75,10-APR-2017,152,INE793A01012
