,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,49.6,52.35,49.5,52.0,51.85,49.15,106310,5501709.25,08-FEB-2018,974,INE144J01027
1,21STCENMGM,BE,38.1,38.85,38.1,38.85,38.85,38.1,763,29492.55,08-FEB-2018,6,INE253B01015
2,3IINFOTECH,EQ,6.2,6.5,6.2,6.35,6.35,6.25,3747106,24071176.45,08-FEB-2018,1804,INE748C01020
3,3MINDIA,EQ,18326.1,18800.0,18326.1,18515.1,18500.0,18468.85,1717,32021147.9,08-FEB-2018,496,INE470A01017
4,5PAISA,EQ,282.0,290.0,282.0,284.75,287.0,283.3,4904,1397559.1,08-FEB-2018,145,INE618L01018
5,63MOONS,EQ,94.0,108.0,94.0,103.1,102.95,94.85,825761,85553312.15,08-FEB-2018,9614,INE111B01023
6,8KMILES,EQ,739.7,783.9,735.0,760.15,762.0,726.2,542689,413692295.05,08-FEB-2018,20528,INE650K01021
7,A2ZINFRA,EQ,34.5,35.9,34.3,35.25,35.25,34.15,805471,28428582.8,08-FEB-2018,4001,INE619I01012
8,AARTIDRUGS,EQ,610.0,618.35,595.0,612.55,614.9,608.0,12386,7494869.5,08-FEB-2018,1002,INE767A01016
9,AARTIIND,EQ,1128.0,1140.0,1125.55,1137.35,1139.9,1125.65,27145,30798632.65,08-FEB-2018,2303,INE769A01020
10,AARVEEDEN,EQ,44.2,48.8,43.8,47.8,47.0,43.8,36044,1663210.55,08-FEB-2018,317,INE273D01019
11,AARVI,SM,88.5,88.5,88.5,88.5,88.5,88.2,2000,177000.0,08-FEB-2018,1,INE754X01016
12,ABAN,EQ,189.1,193.25,187.0,188.85,188.7,188.25,1259854,239367679.45,08-FEB-2018,14919,INE421A01028
13,ABB,EQ,1590.55,1637.0,1581.0,1594.85,1593.4,1578.5,104852,167846448.0,08-FEB-2018,6719,INE117A01022
14,ABBOTINDIA,EQ,5349.8,5507.35,5349.8,5463.25,5475.05,5355.15,1650,9023961.9,08-FEB-2018,539,INE358A01014
15,ABCAPITAL,EQ,165.05,169.8,165.0,168.25,168.0,163.65,2103999,353742769.95,08-FEB-2018,25718,INE674K01013
16,ABFRL,EQ,152.6,158.0,152.6,154.05,154.95,152.0,823122,127105774.45,08-FEB-2018,19091,INE647O01011
17,ABGSHIP,BZ,11.6,11.8,11.05,11.4,11.7,11.5,5132,58769.85,08-FEB-2018,41,INE067H01016
18,ABMINTLTD,BE,38.95,38.95,38.95,38.95,38.95,37.1,3,116.85,08-FEB-2018,2,INE251C01017
19,ACC,EQ,1589.85,1707.25,1568.3,1693.25,1687.0,1587.4,1516076,2490539736.35,08-FEB-2018,45716,INE012A01025
20,ACCELYA,EQ,1375.2,1404.95,1360.15,1380.45,1375.05,1379.85,3914,5404221.6,08-FEB-2018,938,INE793A01012
21,ACE,EQ,159.75,171.65,158.5,168.5,169.4,158.45,1104570,182782226.9,08-FEB-2018,10516,INE731H01025
22,ADANIENT,EQ,198.25,206.15,196.9,204.5,204.0,196.75,4439467,898890092.25,08-FEB-2018,26794,INE423A01024
23,ADANIPORTS,EQ,408.25,416.15,401.1,405.1,405.0,407.0,2952821,1201904173.1,08-FEB-2018,54626,INE742F01042
24,ADANIPOWER,EQ,32.5,33.4,32.15,32.8,32.8,32.0,9392734,307165294.0,08-FEB-2018,16288,INE814H01011
25,ADANITRANS,EQ,191.6,201.0,191.6,197.55,199.9,193.35,819438,161557730.45,08-FEB-2018,5819,INE931S01010
26,ADFFOODS,EQ,247.95,256.25,244.9,252.7,252.75,243.5,212645,53642507.4,08-FEB-2018,4555,INE982B01019
27,ADHUNIK,EQ,4.95,5.15,4.8,5.15,5.15,4.95,75002,376222.35,08-FEB-2018,138,INE400H01019
28,ADHUNIKIND,EQ,85.0,88.45,84.5,88.4,88.45,84.25,29691,2614801.75,08-FEB-2018,177,INE452L01012
29,ADLABS,EQ,60.45,61.0,59.1,59.35,59.3,58.9,77349,4641847.4,08-FEB-2018,592,INE172N01012
30,ADORWELD,EQ,421.9,448.0,421.1,439.45,435.05,416.3,47951,20949883.45,08-FEB-2018,2152,INE045A01017
31,ADSL,EQ,22.9,22.9,22.0,22.9,22.9,21.85,13667,312808.55,08-FEB-2018,64,INE102I01027
