,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,29.6,29.8,28.75,29.25,29.15,29.05,25890,753019.65,15-JUL-2016,132,INE144J01027
1,3IINFOTECH,EQ,5.15,5.15,5.0,5.1,5.15,5.1,1368883,6931907.7,15-JUL-2016,594,INE748C01020
2,3MINDIA,EQ,13865.5,13865.5,13570.0,13614.2,13610.0,13629.45,647,8832311.9,15-JUL-2016,188,INE470A01017
3,8KMILES,EQ,1909.0,1925.55,1880.0,1884.3,1883.0,1895.15,17891,33897897.65,15-JUL-2016,1720,INE650K01013
4,A2ZINFRA,EQ,41.95,42.2,39.7,40.0,39.95,41.75,825609,33682718.8,15-JUL-2016,4655,INE619I01012
5,AARTIDRUGS,EQ,492.85,504.9,480.0,496.1,496.0,489.3,19252,9490357.3,15-JUL-2016,1331,INE767A01016
6,AARTIIND,EQ,539.95,540.0,530.0,534.4,535.4,539.6,9755,5202034.8,15-JUL-2016,718,INE769A01020
7,AARVEEDEN,EQ,72.95,74.85,68.1,70.5,70.9,73.45,27618,1943044.45,15-JUL-2016,350,INE273D01019
8,ABAN,EQ,234.0,235.65,224.5,227.9,227.45,233.5,892595,205203332.1,15-JUL-2016,10869,INE421A01028
9,ABB,EQ,1263.0,1299.8,1260.25,1271.15,1269.0,1258.95,67162,85790820.0,15-JUL-2016,4654,INE117A01022
10,ABBOTINDIA,EQ,4708.0,4749.9,4676.75,4684.8,4676.75,4708.4,702,3301672.55,15-JUL-2016,222,INE358A01014
11,ABFRL,EQ,141.6,143.0,138.1,139.3,139.0,141.0,1438080,201388738.7,15-JUL-2016,2885,INE647O01011
12,ABGSHIP,EQ,33.45,33.55,31.9,32.25,32.3,33.2,317647,10397753.25,15-JUL-2016,1633,INE067H01016
13,ABIRLANUVO,EQ,1241.0,1250.0,1215.1,1219.65,1219.1,1240.7,303938,373831820.1,15-JUL-2016,11476,INE069A01017
14,ABMINTLTD,BE,107.0,107.0,107.0,107.0,107.0,102.25,5,535.0,15-JUL-2016,1,INE251C01017
15,ACC,EQ,1628.3,1644.3,1608.15,1613.0,1616.0,1626.2,202637,328602880.95,15-JUL-2016,19272,INE012A01025
16,ACCELYA,EQ,1213.0,1217.6,1177.1,1205.25,1216.0,1213.5,5606,6729835.6,15-JUL-2016,542,INE793A01012
17,ACE,EQ,44.8,45.15,44.1,44.25,44.2,44.95,69631,3098395.6,15-JUL-2016,355,INE731H01025
18,ACROPETAL,BE,2.5,2.65,2.45,2.45,2.45,2.55,9749,24448.3,15-JUL-2016,19,INE055L01013
19,ADANIENT,EQ,82.35,83.65,80.0,80.9,81.4,81.95,2409598,196227441.7,15-JUL-2016,8602,INE423A01024
20,ADANIPORTS,EQ,219.2,223.65,218.25,220.5,220.3,216.9,5747335,1272101306.85,15-JUL-2016,60659,INE742F01042
21,ADANIPOWER,EQ,29.6,29.65,28.8,28.9,28.85,29.45,6104077,178455552.3,15-JUL-2016,8005,INE814H01011
22,ADANITRANS,EQ,37.15,37.55,36.5,36.75,36.55,37.0,480688,17794021.5,15-JUL-2016,5138,INE931S01010
23,ADFFOODS,EQ,89.1,90.25,89.0,89.65,90.0,89.5,26880,2405335.85,15-JUL-2016,375,INE982B01019
24,ADHUNIK,EQ,8.6,8.9,8.5,8.55,8.5,8.85,54764,473970.95,15-JUL-2016,865,INE400H01019
25,ADHUNIKIND,EQ,94.0,98.5,93.0,93.6,93.0,93.55,32649,3089693.35,15-JUL-2016,70,INE452L01012
26,ADI,EQ,375.95,378.0,355.2,373.7,373.0,368.2,38579,14167820.1,15-JUL-2016,905,INE959A01019
27,ADLABS,EQ,82.75,83.4,80.75,81.3,81.0,82.85,105780,8702608.75,15-JUL-2016,987,INE172N01012
28,ADORWELD,EQ,286.55,289.95,284.7,287.5,287.5,287.25,2210,633723.45,15-JUL-2016,128,INE045A01017
29,ADSL,EQ,34.4,34.7,33.5,33.6,33.5,34.6,131696,4483399.4,15-JUL-2016,872,INE102I01027
30,ADVANIHOTR,EQ,53.15,57.75,53.0,54.45,54.6,53.25,16650,923223.0,15-JUL-2016,112,INE199C01026
31,ADVANTA,EQ,593.6,598.5,583.35,586.9,584.85,591.5,15736,9273290.15,15-JUL-2016,614,INE517H01028
32,AEGISCHEM,EQ,126.8,126.8,120.0,121.35,120.65,127.45,1706178,210171985.35,15-JUL-2016,11535,INE208C01025
33,AFL,EQ,55.85,57.0,55.15,56.4,56.4,56.1,1188,67033.15,15-JUL-2016,29,INE020G01017
34,AGARIND,EQ,134.0,136.95,127.0,133.9,133.2,133.7,30222,4012197.35,15-JUL-2016,905,INE204E01012
35,AGCNET,EQ,61.8,64.45,61.65,63.5,63.3,63.8,2906,183819.2,15-JUL-2016,54,INE676A01019
36,AGRITECH,EQ,14.85,14.85,14.85,14.85,14.85,14.15,1183,17567.55,15-JUL-2016,4,INE449G01018
37,AGRODUTCH,EQ,2.5,2.6,2.45,2.6,2.6,2.6,5878,14939.35,15-JUL-2016,23,INE135B01014
38,AHLEAST,EQ,205.65,214.9,205.1,210.45,210.25,211.75,929,195784.9,15-JUL-2016,81,INE926K01017
39,AHLUCONT,EQ,288.95,291.0,285.0,287.5,285.0,288.85,38161,11058953.5,15-JUL-2016,139,INE758C01029
40,AHLWEST,EQ,169.25,196.25,166.0,170.7,173.85,169.25,6097,1059945.4,15-JUL-2016,210,INE915K01010
41,AIAENG,EQ,1005.0,1010.9,990.1,997.8,994.0,1006.45,12541,12552981.9,15-JUL-2016,2744,INE212H01026
42,AIFL,EQ,304.0,309.9,295.0,298.45,300.0,305.95,80535,24324661.7,15-JUL-2016,1116,INE428O01016
43,AIL,EQ,652.5,652.5,639.9,640.25,640.5,652.75,24048,15428547.6,15-JUL-2016,677,INE878A01011
