,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,40.4,41.4,39.35,41.0,41.0,39.8,55039,2228396.1,18-OCT-2017,429,INE144J01027
1,3IINFOTECH,EQ,3.85,3.9,3.75,3.85,3.85,3.85,1441308,5512838.0,18-OCT-2017,550,INE748C01020
2,3MINDIA,EQ,14053.65,14300.0,14015.0,14116.6,14100.0,14140.75,799,11329952.65,18-OCT-2017,134,INE470A01017
3,63MOONS,EQ,131.0,138.25,131.0,138.25,138.25,125.7,3041871,414945856.05,18-OCT-2017,14055,INE111B01023
4,8KMILES,EQ,498.9,506.8,494.0,501.95,502.3,498.6,113525,57021652.35,18-OCT-2017,4360,INE650K01021
5,A2ZINFRA,EQ,35.8,37.85,35.75,37.2,37.2,35.75,2266886,84195422.2,18-OCT-2017,6042,INE619I01012
6,AARTIDRUGS,EQ,521.0,536.9,519.55,535.7,535.0,527.35,9510,5052770.65,18-OCT-2017,369,INE767A01016
7,AARTIIND,EQ,904.0,904.0,884.0,888.95,884.2,896.1,10460,9328527.95,18-OCT-2017,751,INE769A01020
8,AARVEEDEN,BE,43.85,44.0,42.0,42.4,43.0,43.85,24123,1026707.75,18-OCT-2017,183,INE273D01019
9,AARVI,SM,81.0,84.0,79.6,79.6,79.6,78.9,22000,1796100.0,18-OCT-2017,11,INE754X01016
10,ABAN,EQ,186.0,190.2,185.0,186.25,186.95,185.8,1046093,195807645.05,18-OCT-2017,12130,INE421A01028
11,ABB,EQ,1343.5,1359.9,1330.1,1335.95,1333.5,1343.35,27534,36995664.0,18-OCT-2017,2103,INE117A01022
12,ABBOTINDIA,EQ,4192.0,4255.95,4163.0,4169.9,4164.1,4229.05,759,3182502.0,18-OCT-2017,323,INE358A01014
13,ABCAPITAL,EQ,182.35,182.9,179.5,179.95,180.4,182.05,3401693,614221259.2,18-OCT-2017,36596,INE674K01013
14,ABFRL,EQ,149.7,149.7,144.5,144.9,144.85,148.95,631568,92047636.3,18-OCT-2017,11883,INE647O01011
15,ABGSHIP,BZ,12.9,12.9,12.9,12.9,12.9,12.3,19191,247563.9,18-OCT-2017,52,INE067H01016
16,ACC,EQ,1810.0,1810.05,1777.8,1783.75,1781.0,1792.5,493200,884418474.7,18-OCT-2017,15851,INE012A01025
17,ACCELYA,EQ,1449.9,1499.0,1438.8,1464.15,1469.0,1452.25,3832,5595345.4,18-OCT-2017,316,INE793A01012
18,ACE,EQ,70.3,71.6,68.8,69.5,69.05,70.75,174398,12213648.15,18-OCT-2017,966,INE731H01025
19,ADANIENT,EQ,118.0,123.55,116.85,122.6,123.15,118.1,5756535,695683332.05,18-OCT-2017,19190,INE423A01024
20,ADANIPORTS,EQ,407.1,407.1,402.35,406.9,406.7,406.85,3641132,1480308576.75,18-OCT-2017,34741,INE742F01042
21,ADANIPOWER,EQ,30.0,30.1,29.1,29.2,29.2,29.8,10013170,295833543.25,18-OCT-2017,10271,INE814H01011
22,ADANITRANS,EQ,230.2,232.3,224.2,229.7,229.5,229.1,2354620,540522889.25,18-OCT-2017,11763,INE931S01010
23,ADFFOODS,EQ,240.5,244.5,239.3,240.45,240.3,240.4,93737,22616799.9,18-OCT-2017,2154,INE982B01019
24,ADHUNIK,EQ,4.2,4.8,4.1,4.3,4.3,4.2,215803,964822.35,18-OCT-2017,863,INE400H01019
25,ADHUNIKIND,EQ,51.15,52.75,51.0,52.75,52.75,50.25,45716,2397955.1,18-OCT-2017,326,INE452L01012
26,ADLABS,EQ,69.05,70.0,67.8,69.1,69.1,68.95,201829,13938195.35,18-OCT-2017,1381,INE172N01012
27,ADORWELD,EQ,555.45,575.55,546.6,549.8,549.5,555.45,72821,40965247.3,18-OCT-2017,3129,INE045A01017
28,ADSL,EQ,21.95,21.95,20.5,20.9,20.75,21.15,19532,412921.95,18-OCT-2017,125,INE102I01027
29,ADVANIHOTR,EQ,66.0,66.8,62.0,62.75,63.35,67.15,62212,3979301.2,18-OCT-2017,889,INE199C01026
30,ADVENZYMES,EQ,265.0,266.45,260.0,261.4,261.0,265.75,111440,29254709.9,18-OCT-2017,2884,INE837H01020
31,AEGISCHEM,EQ,227.0,234.8,221.1,223.6,222.15,227.75,1560235,355015805.55,18-OCT-2017,21657,INE208C01025
32,AGARIND,BE,505.3,525.0,505.3,521.65,525.0,526.0,1565,816213.0,18-OCT-2017,8,INE204E01012
33,AGCNET,EQ,111.0,120.0,111.0,116.1,116.1,114.4,187,21709.8,18-OCT-2017,16,INE676A01019
34,AGLSL,EQ,121.0,125.0,119.0,121.3,119.8,121.2,3254,402030.45,18-OCT-2017,59,INE517U01013
35,AGRITECH,EQ,126.0,126.85,114.35,116.0,116.1,118.85,159902,19216918.6,18-OCT-2017,2672,INE449G01018
