,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,52.25,54.2,51.65,52.8,52.7,51.9,305096,16232953.35,27-NOV-2017,1961,INE144J01027
1,3IINFOTECH,EQ,3.95,3.95,3.85,3.9,3.85,3.95,1408957,5482063.05,27-NOV-2017,421,INE748C01020
2,3MINDIA,EQ,16100.0,16100.0,15659.25,15772.8,15799.9,15786.95,1203,19081592.95,27-NOV-2017,270,INE470A01017
3,5PAISA,BE,265.5,265.5,265.5,265.5,265.5,279.45,1532,406746.0,27-NOV-2017,52,INE618L01018
4,63MOONS,EQ,117.45,122.65,117.25,122.65,122.65,116.85,298067,36103665.25,27-NOV-2017,1918,INE111B01023
5,8KMILES,EQ,864.0,946.7,854.05,946.7,946.7,860.65,930422,854322277.05,27-NOV-2017,25966,INE650K01021
6,A2ZINFRA,EQ,42.7,44.3,42.05,42.25,42.2,43.2,3870939,166536580.9,27-NOV-2017,11796,INE619I01012
7,AARTIDRUGS,EQ,540.0,545.0,535.0,535.0,535.0,535.05,3955,2129365.15,27-NOV-2017,185,INE767A01016
8,AARTIIND,EQ,918.0,918.0,907.0,909.95,909.5,912.45,25573,23303493.45,27-NOV-2017,2828,INE769A01020
9,AARVEEDEN,EQ,47.5,48.9,47.0,47.9,48.2,47.5,49977,2405003.4,27-NOV-2017,356,INE273D01019
10,AARVI,SM,105.0,108.05,105.0,106.0,105.5,102.95,36000,3835800.0,27-NOV-2017,15,INE754X01016
11,ABAN,EQ,203.0,206.7,203.0,206.05,206.05,203.45,1035471,212467415.7,27-NOV-2017,9883,INE421A01028
12,ABB,EQ,1408.0,1408.0,1375.0,1387.25,1377.2,1408.25,25087,34877884.2,27-NOV-2017,1686,INE117A01022
13,ABBOTINDIA,EQ,4990.0,5095.0,4960.0,5046.9,5035.0,4977.5,5772,29068810.4,27-NOV-2017,1657,INE358A01014
14,ABCAPITAL,EQ,202.5,205.4,201.0,204.6,204.8,202.8,2791373,569235455.35,27-NOV-2017,34072,INE674K01013
15,ABFRL,EQ,168.65,174.0,166.5,173.2,173.0,165.6,1216986,207900226.45,27-NOV-2017,17286,INE647O01011
16,ABGSHIP,BZ,12.2,12.95,12.0,12.75,12.95,12.6,24244,306215.65,27-NOV-2017,75,INE067H01016
17,ABMINTLTD,BE,37.05,37.1,37.05,37.1,37.1,37.05,41,1520.1,27-NOV-2017,4,INE251C01017
18,ACC,EQ,1694.85,1698.0,1675.0,1693.3,1696.0,1697.7,731696,1230581743.4,27-NOV-2017,18540,INE012A01025
19,ACCELYA,EQ,1392.0,1410.0,1392.0,1397.3,1400.0,1399.65,3209,4499998.95,27-NOV-2017,326,INE793A01012
20,ACE,EQ,148.5,154.9,145.1,151.9,151.35,151.05,1947862,293996886.5,27-NOV-2017,17817,INE731H01025
21,ACEINTEG,SM,28.9,34.4,28.9,34.4,34.4,28.7,18000,579000.0,27-NOV-2017,6,INE543V01017
22,ADANIENT,EQ,150.0,152.2,146.85,151.25,150.8,153.25,4600982,690117704.95,27-NOV-2017,29316,INE423A01024
23,ADANIPORTS,EQ,404.5,404.5,398.0,399.5,399.6,404.6,2993007,1194931897.05,27-NOV-2017,38597,INE742F01042
