,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,31.55,31.75,30.55,31.0,31.0,30.75,39672,1226266.55,29-JAN-2014,552,INE144J01027
1,3IINFOTECH,BE,7.5,7.6,7.25,7.25,7.25,7.6,391250,2895453.8,29-JAN-2014,1053,INE748C01020
2,3MINDIA,EQ,3625.0,3647.0,3596.15,3599.6,3596.15,3613.1,211,759709.95,29-JAN-2014,39,INE470A01017
3,8KMILES,EQ,107.0,108.0,97.5,98.35,97.6,101.3,24034,2416393.4,29-JAN-2014,139,INE650K01013
4,A2ZMES,BE,11.25,11.25,10.7,10.95,10.95,10.95,75963,831436.6,29-JAN-2014,155,INE619I01012
5,AARTIDRUGS,EQ,227.0,239.5,224.0,235.05,236.0,224.35,41983,9873890.6,29-JAN-2014,1391,INE767A01016
6,AARTIIND,EQ,96.05,99.5,95.45,98.1,98.5,94.9,22349,2184180.3,29-JAN-2014,290,INE769A01020
7,AARVEEDEN,EQ,42.95,42.95,40.8,41.25,41.9,42.25,1566,65696.7,29-JAN-2014,60,INE273D01019
8,ABAN,EQ,386.7,397.5,385.1,387.0,387.0,384.85,661384,259510928.05,29-JAN-2014,17359,INE421A01028
9,ABB,EQ,590.1,596.95,585.2,587.45,588.25,588.4,26116,15438651.95,29-JAN-2014,2467,INE117A01022
10,ABBOTINDIA,EQ,1665.05,1665.35,1617.65,1629.4,1620.15,1665.85,1157,1900170.9,29-JAN-2014,208,INE358A01014
11,ABCIL,EQ,102.0,102.7,100.0,100.55,100.0,100.8,1812,181899.65,29-JAN-2014,95,INE605B01016
12,ABGSHIP,EQ,274.0,282.6,269.05,271.05,272.0,270.25,116640,32254610.55,29-JAN-2014,3545,INE067H01016
13,ABIRLANUVO,EQ,1059.7,1074.9,1056.0,1070.0,1073.9,1053.85,119666,127475264.35,29-JAN-2014,8064,INE069A01017
14,ACC,EQ,1000.0,1005.6,981.45,988.3,984.0,996.15,135934,135463227.9,29-JAN-2014,7294,INE012A01025
15,ACCELYA,EQ,747.0,758.8,731.05,741.15,743.75,748.5,9794,7300246.5,29-JAN-2014,955,INE793A01012
16,ACE,EQ,13.5,13.5,12.9,12.95,12.9,13.2,45359,598057.8,29-JAN-2014,191,INE731H01025
17,ACROPETAL,BE,5.55,5.8,5.35,5.7,5.5,5.55,7900,45488.6,29-JAN-2014,30,INE055L01013
18,ADANIENT,EQ,241.0,257.0,241.0,254.45,255.85,239.9,2138593,534278442.45,29-JAN-2014,28275,INE423A01024
19,ADANIPORTS,EQ,144.0,147.8,143.35,146.65,147.35,142.0,1503702,219921492.3,29-JAN-2014,19935,INE742F01042
20,ADANIPOWER,EQ,33.05,33.45,32.9,33.1,32.9,32.9,1783533,59191387.7,29-JAN-2014,7941,INE814H01011
21,ADFFOODS,EQ,46.4,46.7,44.55,45.1,45.0,45.4,5121,231912.5,29-JAN-2014,207,INE982B01019
22,ADHUNIK,EQ,29.9,31.05,29.2,29.9,30.15,29.6,36830,1116841.5,29-JAN-2014,360,INE400H01019
23,ADORWELD,EQ,122.05,125.95,122.05,124.3,124.0,123.7,2241,279610.95,29-JAN-2014,202,INE045A01017
24,ADSL,EQ,16.0,16.3,15.3,15.65,15.45,16.0,10606,166590.75,29-JAN-2014,67,INE102I01027
25,ADVANIHOTR,EQ,32.6,33.95,32.6,32.65,32.65,33.35,614,20048.4,29-JAN-2014,4,INE199C01026
26,ADVANTA,EQ,105.3,106.5,103.2,103.8,103.9,103.55,11469,1203563.5,29-JAN-2014,395,INE517H01028
27,AEGISCHEM,EQ,156.95,164.0,153.2,154.35,155.0,154.9,74102,11831460.4,29-JAN-2014,2105,INE208C01017
