,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,33.75,34.4,33.5,33.65,33.75,33.75,25784,869395.55,13-MAY-2015,122,INE144J01027
1,3IINFOTECH,EQ,3.8,3.95,3.45,3.45,3.45,3.8,21989638,76980334.65,13-MAY-2015,13485,INE748C01020
2,3MINDIA,EQ,7750.0,7980.05,7680.0,7749.1,7730.0,7823.05,580,4501037.1,13-MAY-2015,182,INE470A01017
3,8KMILES,EQ,701.6,717.65,690.0,691.5,690.0,700.5,15630,10967499.7,13-MAY-2015,1094,INE650K01013
4,A2ZINFRA,EQ,15.3,16.4,14.9,15.85,15.75,15.05,201482,3134918.5,13-MAY-2015,996,INE619I01012
5,AARTIDRUGS,EQ,687.0,693.85,672.3,682.0,684.0,679.5,43764,29886763.6,13-MAY-2015,1412,INE767A01016
6,AARTIIND,EQ,334.0,348.0,308.4,314.45,312.75,334.0,310315,101606204.3,13-MAY-2015,13742,INE769A01020
7,AARVEEDEN,EQ,40.75,42.85,40.75,40.8,40.8,40.5,929,38775.1,13-MAY-2015,11,INE273D01019
8,ABAN,EQ,388.95,394.8,382.3,388.7,389.0,385.45,502260,194961433.4,13-MAY-2015,12478,INE421A01028
9,ABB,EQ,1327.8,1359.0,1310.0,1349.85,1355.0,1322.7,40256,53753940.6,13-MAY-2015,5157,INE117A01022
10,ABBOTINDIA,EQ,3823.5,3900.0,3810.0,3896.85,3900.0,3859.45,921,3552567.15,13-MAY-2015,259,INE358A01014
11,ABCIL,EQ,214.7,216.7,211.0,213.05,212.45,210.25,16272,3483858.45,13-MAY-2015,507,INE605B01016
12,ABGSHIP,EQ,183.9,187.15,181.1,182.75,183.45,182.3,88819,16306815.55,13-MAY-2015,2619,INE067H01016
13,ABIRLANUVO,EQ,1825.0,1846.5,1810.0,1827.7,1835.45,1818.35,149931,274427575.8,13-MAY-2015,12131,INE069A01017
14,ACC,EQ,1459.0,1484.0,1447.65,1472.75,1469.0,1449.95,280564,411753259.25,13-MAY-2015,20613,INE012A01025
15,ACCELYA,EQ,977.0,997.9,959.0,966.6,963.0,969.35,3132,3033130.45,13-MAY-2015,288,INE793A01012
