,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,30.7,32.5,30.6,30.7,30.65,30.8,27246,847436.15,13-JAN-2014,278,INE144J01027
1,3IINFOTECH,BE,8.65,9.0,8.35,8.5,8.65,8.65,839287,7267288.3,13-JAN-2014,1114,INE748C01020
2,3MINDIA,EQ,3729.85,3729.85,3578.0,3581.05,3578.0,3692.2,120,432879.55,13-JAN-2014,51,INE470A01017
3,A2ZMES,BE,12.1,12.5,11.75,12.15,12.25,12.2,143693,1742422.9,13-JAN-2014,258,INE619I01012
4,AARTIDRUGS,EQ,224.5,225.5,220.3,222.0,221.5,223.3,2395,532854.8,13-JAN-2014,95,INE767A01016
5,AARTIIND,EQ,99.5,99.5,94.45,95.9,97.0,97.35,11500,1115386.4,13-JAN-2014,304,INE769A01020
6,AARVEEDEN,EQ,48.5,51.65,48.5,50.15,50.5,49.6,11472,583976.85,13-JAN-2014,219,INE273D01019
7,ABAN,EQ,414.2,423.8,412.05,418.25,417.2,411.4,981526,409932113.8,13-JAN-2014,23281,INE421A01028
8,ABB,EQ,648.1,665.5,637.3,645.35,648.0,652.1,36848,23996280.8,13-JAN-2014,2336,INE117A01022
9,ABBOTINDIA,EQ,1689.95,1690.0,1661.0,1674.7,1689.0,1696.45,715,1196212.45,13-JAN-2014,154,INE358A01014
10,ABCIL,EQ,103.2,106.9,100.55,102.25,103.5,104.0,3612,371246.95,13-JAN-2014,257,INE605B01016
11,ABGSHIP,EQ,260.05,266.95,260.05,262.05,262.15,261.55,6631,1741473.6,13-JAN-2014,341,INE067H01016
12,ABIRLANUVO,EQ,1132.05,1154.85,1131.15,1148.45,1150.0,1142.95,122441,139741265.0,13-JAN-2014,14348,INE069A01017
13,ACC,EQ,1034.8,1043.0,1026.15,1037.15,1043.0,1034.25,280135,289945886.55,13-JAN-2014,16357,INE012A01025
14,ACCELYA,EQ,735.0,768.0,735.0,749.5,752.4,740.95,16748,12624127.55,13-JAN-2014,1331,INE793A01012
15,ACE,EQ,14.25,14.8,14.05,14.1,14.2,14.2,79216,1133773.15,13-JAN-2014,284,INE731H01025
16,ACROPETAL,EQ,6.55,6.65,6.3,6.3,6.3,6.6,17238,109511.3,13-JAN-2014,90,INE055L01013
17,ADANIENT,EQ,239.15,244.25,232.85,235.3,235.85,240.95,1100182,260372117.0,13-JAN-2014,11370,INE423A01024
18,ADANIPORTS,EQ,148.5,149.95,142.2,143.75,145.1,148.3,1444514,208687499.4,13-JAN-2014,15664,INE742F01042
19,ADANIPOWER,EQ,35.0,35.4,34.5,34.75,34.8,34.95,2146388,74870407.65,13-JAN-2014,6854,INE814H01011
20,ADFFOODS,EQ,49.2,49.85,48.55,49.2,49.5,49.2,7071,348221.4,13-JAN-2014,162,INE982B01019
21,ADHUNIK,EQ,30.0,31.25,30.0,30.6,30.55,30.4,21208,651675.4,13-JAN-2014,158,INE400H01019
22,ADORWELD,EQ,138.0,144.4,136.5,138.0,137.0,137.55,12432,1743977.8,13-JAN-2014,943,INE045A01017
23,ADSL,EQ,16.1,17.35,16.0,16.45,16.6,16.6,17719,293052.4,13-JAN-2014,174,INE102I01027
24,ADVANIHOTR,EQ,31.0,31.5,31.0,31.5,31.5,30.0,800,24950.0,13-JAN-2014,3,INE199C01026
25,ADVANTA,EQ,113.45,114.65,112.0,112.15,112.0,112.05,14369,1625470.5,13-JAN-2014,233,INE517H01028
26,AEGISCHEM,EQ,168.0,174.85,167.45,170.25,169.0,169.8,47472,8133826.6,13-JAN-2014,1562,INE208C01017
27,AFL,BE,43.25,43.25,43.2,43.2,43.2,43.2,16050,693610.25,13-JAN-2014,8,INE020G01017
28,AFTEK,EQ,4.3,4.55,4.3,4.55,4.55,4.35,124513,557426.1,13-JAN-2014,219,INE796A01023
29,AGCNET,EQ,71.15,76.5,70.0,74.2,74.75,71.6,11882,880531.05,13-JAN-2014,456,INE676A01019
30,AGRODUTCH,EQ,1.95,1.95,1.95,1.95,1.95,1.8,3500,6825.0,13-JAN-2014,7,INE135B01014
31,AHLEAST,EQ,136.0,137.55,136.0,137.55,137.55,140.1,266,36200.8,13-JAN-2014,6,INE926K01017
32,AHLUCONT,EQ,27.5,27.5,25.45,26.0,26.0,26.5,4346,112832.5,13-JAN-2014,15,INE758C01029
33,AHLWEST,EQ,112.0,112.0,112.0,112.0,112.0,113.0,100,11200.0,13-JAN-2014,4,INE915K01010
34,AHMEDFORGE,EQ,108.6,110.95,108.0,109.25,110.0,108.65,10964,1192756.2,13-JAN-2014,198,INE425A01011
35,AIAENG,EQ,495.0,495.0,480.7,484.8,480.7,485.4,26109,12687701.7,13-JAN-2014,1120,INE212H01026
36,AIL,EQ,350.0,359.0,346.3,347.25,347.0,352.9,13338,4678999.8,13-JAN-2014,535,INE878A01011
37,AJANTPHARM,EQ,900.15,922.95,888.8,895.7,899.7,907.85,45873,41541419.55,13-JAN-2014,2401,INE031B01031
38,AJMERA,EQ,66.6,66.6,62.15,62.9,63.0,64.15,29257,1872426.1,13-JAN-2014,683,INE298G01027
39,AKSHOPTFBR,EQ,15.0,15.3,14.3,14.55,14.5,14.65,50713,745926.25,13-JAN-2014,191,INE523B01011
40,AKZOINDIA,EQ,851.0,884.0,843.0,849.4,845.1,851.5,3871,3327776.2,13-JAN-2014,326,INE133A01011
41,ALBK,EQ,95.25,97.35,93.15,94.8,95.0,95.1,4857621,461812230.1,13-JAN-2014,32686,INE428A01015
42,ALCHEM,EQ,46.95,47.4,46.05,46.3,46.25,46.05,1081,50208.35,13-JAN-2014,52,INE964B01033
43,ALEMBICLTD,EQ,15.0,15.0,14.4,14.65,14.7,14.8,113371,1669755.25,13-JAN-2014,462,INE426A01027
44,ALICON,EQ,62.25,75.0,62.25,67.0,67.0,69.5,270,18597.8,13-JAN-2014,16,INE062D01024
45,ALKALI,EQ,17.2,17.2,16.5,16.6,16.55,17.35,1375,22854.1,13-JAN-2014,49,INE773I01017
46,ALKYLAMINE,EQ,250.0,250.0,215.0,232.45,232.5,231.1,1177,271774.05,13-JAN-2014,56,INE150B01013
47,ALLCARGO,EQ,134.95,144.7,132.5,134.8,134.25,133.9,51232,7122216.2,13-JAN-2014,1482,INE418H01029
48,ALLSEC,EQ,23.05,23.1,22.1,23.1,23.1,22.0,1071,24549.9,13-JAN-2014,56,INE835G01018
