,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,37.85,38.8,37.5,37.75,37.6,38.25,23551,895612.6,08-SEP-2017,229,INE144J01027
1,3IINFOTECH,EQ,4.0,4.0,3.9,3.95,4.0,3.95,1026847,4068426.95,08-SEP-2017,478,INE748C01020
2,3MINDIA,EQ,14664.95,14665.0,14504.3,14586.7,14599.0,14678.95,733,10719621.6,08-SEP-2017,233,INE470A01017
3,63MOONS,EQ,80.0,90.9,70.9,72.6,71.65,76.3,4804967,395881155.45,08-SEP-2017,62929,INE111B01023
4,8KMILES,EQ,480.95,487.0,431.1,447.3,449.0,478.45,316344,142121928.75,08-SEP-2017,9608,INE650K01021
5,A2ZINFRA,EQ,38.15,38.5,37.0,37.1,37.1,37.75,597160,22357401.75,08-SEP-2017,3047,INE619I01012
6,AARTIDRUGS,EQ,526.0,530.85,520.05,529.7,530.0,529.05,5980,3153783.55,08-SEP-2017,278,INE767A01016
7,AARTIIND,EQ,846.05,868.85,842.0,860.3,859.75,845.4,68810,59262248.8,08-SEP-2017,4244,INE769A01020
8,AARVEEDEN,EQ,54.7,54.9,53.05,54.9,54.9,52.3,215470,11799353.65,08-SEP-2017,562,INE273D01019
9,ABAN,EQ,182.15,183.4,177.5,177.95,177.9,181.45,504116,90858339.2,08-SEP-2017,6134,INE421A01028
10,ABB,EQ,1354.0,1372.5,1330.0,1341.2,1340.0,1345.95,201044,272141347.55,08-SEP-2017,3142,INE117A01022
11,ABBOTINDIA,EQ,4231.0,4245.0,4185.0,4187.95,4199.0,4230.8,1243,5229156.95,08-SEP-2017,286,INE358A01014
12,ABCAPITAL,BE,201.0,205.1,198.4,201.25,202.0,206.95,5412431,1094885051.75,08-SEP-2017,46311,INE674K01013
13,ABFRL,EQ,179.1,182.05,174.5,176.5,176.0,178.3,472875,84093705.65,08-SEP-2017,4435,INE647O01011
14,ABGSHIP,BZ,10.5,11.0,10.5,10.8,10.8,10.7,9846,106680.8,08-SEP-2017,54,INE067H01016
15,ABMINTLTD,BE,61.35,63.5,58.4,63.5,63.5,61.35,210,12993.0,08-SEP-2017,7,INE251C01017
16,ACC,EQ,1793.4,1803.2,1781.25,1791.25,1794.0,1786.75,175185,314096197.3,08-SEP-2017,7549,INE012A01025
17,ACCELYA,EQ,1407.45,1424.95,1383.85,1408.95,1412.9,1409.45,1869,2628867.6,08-SEP-2017,299,INE793A01012
18,ACE,EQ,72.9,73.7,68.6,69.8,69.8,73.25,802133,56818664.9,08-SEP-2017,4797,INE731H01025
19,ACEINTEG,SM,34.1,34.1,34.1,34.1,34.1,34.1,6000,204600.0,08-SEP-2017,2,INE543V01017
20,ADANIENT,EQ,130.9,131.8,126.35,127.6,127.25,130.4,3798565,488847753.25,08-SEP-2017,20924,INE423A01024
21,ADANIPORTS,EQ,389.1,391.6,382.65,385.9,385.65,387.7,1858507,717436432.5,08-SEP-2017,31434,INE742F01042
22,ADANIPOWER,EQ,31.5,31.55,30.6,30.85,30.8,31.5,10709989,332235806.7,08-SEP-2017,24420,INE814H01011
23,ADANITRANS,EQ,130.15,133.6,128.65,132.15,132.0,129.65,807914,106185451.95,08-SEP-2017,16910,INE931S01010
24,ADFFOODS,EQ,232.0,233.65,226.8,229.1,228.55,231.9,76214,17601998.1,08-SEP-2017,2165,INE982B01019
25,ADHUNIK,EQ,3.7,4.35,3.65,4.35,4.35,3.65,507980,2141540.05,08-SEP-2017,987,INE400H01019
26,ADLABS,EQ,81.05,81.5,71.65,72.4,71.95,81.85,1637621,124068335.6,08-SEP-2017,12873,INE172N01012
27,ADORWELD,EQ,386.35,402.9,386.35,398.95,400.0,400.3,3171,1266896.8,08-SEP-2017,224,INE045A01017
28,ADSL,EQ,22.7,23.25,22.25,22.55,22.6,22.65,16639,376567.45,08-SEP-2017,90,INE102I01027
29,ADVANIHOTR,EQ,58.35,61.5,58.35,60.0,60.2,58.65,11262,664882.5,08-SEP-2017,64,INE199C01026
30,ADVENZYMES,EQ,295.15,301.9,295.15,298.15,298.0,295.2,249684,74377974.2,08-SEP-2017,2761,INE837H01020
31,AEGISCHEM,EQ,216.8,218.4,208.0,211.75,209.9,215.0,648710,138084103.05,08-SEP-2017,7603,INE208C01025
32,AGARIND,BE,649.9,650.0,633.0,635.0,635.0,628.5,2633,1702438.0,08-SEP-2017,33,INE204E01012
33,AGCNET,EQ,115.0,118.45,114.0,118.45,118.45,112.85,6622,777035.15,08-SEP-2017,78,INE676A01019
34,AGLSL,EQ,128.0,132.0,123.8,131.45,132.0,130.1,3371,438584.25,08-SEP-2017,67,INE517U01013
35,AGRITECH,EQ,133.0,134.05,121.35,121.65,121.35,127.7,229454,29442583.4,08-SEP-2017,2754,INE449G01018
36,AGROPHOS,SM,21.1,21.25,21.1,21.2,21.2,20.95,120000,2537400.0,08-SEP-2017,10,INE740V01019
37,AHLEAST,EQ,266.1,269.95,266.1,267.0,267.0,270.0,566,151285.45,08-SEP-2017,12,INE926K01017
38,AHLUCONT,EQ,278.0,280.45,271.95,277.25,276.1,279.0,12659,3515911.85,08-SEP-2017,246,INE758C01029
39,AHLWEST,EQ,152.0,156.0,146.05,153.75,156.0,150.65,3143,469490.7,08-SEP-2017,135,INE915K01010
40,AIAENG,EQ,1302.35,1315.0,1293.85,1312.6,1313.0,1294.05,11239,14661306.4,08-SEP-2017,3795,INE212H01026
41,AICHAMP,BE,28.0,28.0,28.0,28.0,28.0,28.5,20,560.0,08-SEP-2017,1,INE768E01024
42,AIFL,EQ,392.6,395.95,392.0,394.25,393.7,393.85,87000,34309269.35,08-SEP-2017,864,INE428O01016
43,AIRAN,SM,158.5,159.0,158.5,159.0,159.0,160.05,9000,1429500.0,08-SEP-2017,2,INE645W01018
44,AJANTPHARM,EQ,1209.0,1215.0,1177.7,1192.5,1189.1,1201.75,94236,112933646.2,08-SEP-2017,5209,INE031B01049
45,AJMERA,EQ,214.0,217.0,205.95,209.45,210.0,213.0,209921,44630208.95,08-SEP-2017,3330,INE298G01027
46,AKASH,SM,74.25,89.0,74.25,89.0,89.0,80.25,3000,251250.0,08-SEP-2017,3,INE737W01013
47,AKSHARCHEM,EQ,763.05,772.45,755.0,764.15,765.1,760.7,7312,5582025.85,08-SEP-2017,712,INE542B01011
48,AKSHOPTFBR,EQ,27.5,28.0,26.4,26.65,26.7,27.4,1808082,48996609.15,08-SEP-2017,3483,INE523B01011
49,AKZOINDIA,EQ,1786.0,1824.95,1786.0,1817.15,1823.4,1795.7,2822,5106477.95,08-SEP-2017,564,INE133A01011
50,ALANKIT,EQ,33.35,33.7,32.5,33.2,33.15,33.0,853780,28373226.25,08-SEP-2017,792,INE914E01040
51,ALBERTDAVD,EQ,320.0,325.8,320.0,320.35,320.1,323.8,1815,583443.15,08-SEP-2017,97,INE155C01010
52,ALBK,EQ,69.1,69.25,66.75,67.35,67.4,68.85,2008529,136155616.25,08-SEP-2017,7260,INE428A01015
53,ALCHEM,EQ,13.55,13.9,13.5,13.6,13.55,13.75,5691,77267.05,08-SEP-2017,57,INE964B01033
54,ALEMBICLTD,EQ,39.6,40.4,38.6,38.8,39.0,39.5,319282,12532037.65,08-SEP-2017,1464,INE426A01027
55,ALICON,EQ,547.05,548.0,539.65,544.95,545.0,546.8,1253,682718.7,08-SEP-2017,59,INE062D01024
56,ALKALI,EQ,86.0,86.0,79.5,80.15,79.85,83.1,47660,3887253.25,08-SEP-2017,645,INE773I01017
57,ALKEM,EQ,1791.1,1796.0,1770.2,1787.35,1781.35,1787.0,17183,30646381.15,08-SEP-2017,3920,INE540L01014
58,ALKYLAMINE,EQ,454.95,519.9,454.0,486.75,485.05,449.45,139922,69258823.55,08-SEP-2017,4917,INE150B01021
59,ALLCARGO,EQ,170.75,171.5,167.0,168.0,168.7,169.9,162160,27598092.75,08-SEP-2017,1948,INE418H01029
60,ALLSEC,EQ,384.0,386.5,375.0,378.0,378.0,384.25,9595,3636211.4,08-SEP-2017,253,INE835G01018
61,ALMONDZ,EQ,27.0,27.0,25.1,25.55,25.5,27.2,36404,945214.35,08-SEP-2017,278,INE326B01027
62,ALOKTEXT,EQ,2.85,2.9,2.8,2.8,2.8,2.8,1694738,4808369.0,08-SEP-2017,2230,INE270A01011
63,ALPA,EQ,33.3,33.3,31.35,31.85,31.9,32.1,19232,617063.6,08-SEP-2017,91,INE385I01010
64,ALPHAGEO,EQ,784.05,784.3,766.0,770.6,766.0,783.55,12858,9944678.3,08-SEP-2017,719,INE137C01018
65,ALPSINDUS,EQ,5.9,5.95,4.9,5.6,5.45,5.8,157309,868186.8,08-SEP-2017,244,INE093B01015
66,AMARAJABAT,EQ,783.0,803.9,768.35,796.1,789.0,780.15,1045953,826558405.9,08-SEP-2017,28687,INE885A01032
67,AMBIKCO,EQ,1350.0,1350.0,1320.3,1329.7,1328.0,1342.55,1732,2316089.2,08-SEP-2017,174,INE540G01014
68,AMBUJACEM,EQ,284.55,284.55,280.35,282.55,282.0,281.05,1275740,360495596.9,08-SEP-2017,29416,INE079A01024
69,AMDIND,EQ,31.85,34.9,31.6,33.55,33.45,32.05,87689,2944109.9,08-SEP-2017,482,INE005I01014
70,AMRUTANJAN,EQ,615.0,644.0,612.0,623.55,620.1,619.75,3146,1970317.45,08-SEP-2017,268,INE098F01023
71,AMTEKAUTO,EQ,26.25,26.4,25.0,25.6,25.65,26.25,999839,25548395.6,08-SEP-2017,3049,INE130C01021
72,ANANTRAJ,EQ,62.4,62.55,59.9,60.35,60.65,61.95,1244379,75980790.7,08-SEP-2017,6731,INE242C01024
73,ANDHRABANK,EQ,51.65,51.85,50.45,50.7,50.65,51.55,2120162,108101115.9,08-SEP-2017,7917,INE434A01013
74,ANDHRACEMT,EQ,15.0,15.9,14.0,14.35,14.3,14.6,5538575,84812701.95,08-SEP-2017,7072,INE666E01012
75,ANDHRSUGAR,EQ,405.65,414.3,401.1,404.0,405.0,400.55,73282,29815264.1,08-SEP-2017,2168,INE715B01013
76,ANGIND,EQ,8.35,9.1,8.15,9.1,9.1,7.6,563318,4969206.65,08-SEP-2017,1295,INE017D01010
77,ANIKINDS,EQ,37.8,39.65,35.95,38.8,39.45,37.8,28269,1072502.3,08-SEP-2017,144,INE087B01017
78,ANSALAPI,EQ,26.2,26.6,25.25,25.4,25.5,26.35,96890,2497153.9,08-SEP-2017,404,INE436A01026
79,ANSALHSG,EQ,23.8,23.8,22.8,23.0,23.15,23.55,38140,886307.25,08-SEP-2017,193,INE880B01015
80,ANTGRAPHIC,BE,1.0,1.0,0.95,1.0,1.0,1.0,41150,39317.55,08-SEP-2017,45,INE414B01021
81,APARINDS,EQ,787.55,791.9,774.6,786.4,787.0,785.9,13493,10522749.35,08-SEP-2017,1924,INE372A01015
82,APCL,EQ,243.1,263.9,236.4,254.7,253.3,244.3,26761,6716810.1,08-SEP-2017,745,INE071F01012
83,APCOTEXIND,EQ,399.55,407.0,394.05,405.15,407.0,398.05,13335,5373588.6,08-SEP-2017,422,INE116A01024
84,APEX,BE,257.7,257.7,233.2,257.7,257.7,245.45,933637,235696253.55,08-SEP-2017,11302,INE346W01013
85,APLAPOLLO,EQ,1619.0,1650.95,1600.0,1633.05,1647.95,1613.6,10716,17408214.95,08-SEP-2017,1110,INE702C01019
86,APLLTD,EQ,503.0,509.55,495.0,499.3,504.0,505.65,31654,15885153.0,08-SEP-2017,2264,INE901L01018
87,APOLLOHOSP,EQ,1102.0,1109.15,1090.0,1093.05,1091.9,1104.85,171607,188444846.65,08-SEP-2017,10346,INE437A01024
88,APOLLOTYRE,EQ,253.45,255.4,250.3,252.4,253.0,253.2,1600999,404958186.7,08-SEP-2017,13990,INE438A01022
89,APOLSINHOT,EQ,691.1,701.0,680.0,684.45,680.0,697.2,161,112038.4,08-SEP-2017,26,INE451F01016
90,APTECHT,EQ,313.1,321.85,309.0,310.9,310.05,311.5,1408340,445368034.9,08-SEP-2017,16436,INE266F01018
91,ARCHIDPLY,EQ,98.3,102.0,96.6,99.8,99.55,97.45,219113,21770612.55,08-SEP-2017,2382,INE877I01016
92,ARCHIES,EQ,32.7,33.0,31.1,31.3,31.2,32.3,156773,5004740.15,08-SEP-2017,753,INE731A01020
93,ARCOTECH,EQ,90.35,92.9,89.1,89.6,90.0,92.0,262545,23634519.0,08-SEP-2017,651,INE574I01035
94,ARIES,EQ,156.25,156.25,149.0,151.1,150.0,154.1,27446,4154070.05,08-SEP-2017,544,INE298I01015
95,ARIHANT,BE,44.45,44.45,43.0,43.0,43.0,45.25,717,31150.0,08-SEP-2017,11,INE413D01011
96,ARIHANTSUP,EQ,180.6,194.5,174.6,190.0,191.0,180.55,651526,119411900.5,08-SEP-2017,5242,INE643K01018
97,ARMANFIN,EQ,223.95,232.55,223.0,228.55,230.9,220.05,13778,3134360.2,08-SEP-2017,308,INE109C01017
98,AROGRANITE,EQ,70.75,74.2,70.4,71.75,71.7,71.25,143449,10468745.15,08-SEP-2017,1232,INE210C01013
99,ARROWGREEN,EQ,669.1,690.0,650.45,669.3,666.05,671.05,36385,24477924.85,08-SEP-2017,1639,INE570D01018
100,ARROWTEX,EQ,50.4,50.85,47.05,47.65,47.3,50.35,45165,2181845.45,08-SEP-2017,535,INE933J01015
101,ARSHIYA,EQ,66.85,67.7,64.75,65.25,64.85,66.55,48569,3190211.45,08-SEP-2017,301,INE968D01022
102,ARVIND,EQ,398.0,409.0,389.5,406.85,406.05,397.55,2449459,979985638.7,08-SEP-2017,27851,INE034A01011
103,ARVSMART,EQ,136.65,139.0,135.1,137.15,136.65,136.5,24316,3325826.25,08-SEP-2017,400,INE034S01021
104,ASAHIINDIA,EQ,378.45,390.0,371.0,384.95,384.0,375.75,150619,58189531.65,08-SEP-2017,2764,INE439A01020
